case	game	suite	category	question_class	lane	source_authority	game_pair	runtime_model	pass	failure_class	score	groundedness	groundedness_failures	latency_ms	first_answer_token_ms	latency_budget	tokens	cached_input_tokens	guardrail_cost_usd	provider_cost_usd	judge_cost_usd	tools	retries	loops	trace	langsmith_trace	error
fh-multihop-scenario-23-conclusion-unlock	frosthaven	table-qa	scenarios	multi-hop	fast	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2114	1074	pass	4842/80/4922	0	0.0500	0.0052	0.0014	4	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f4939-fa42-7000-8000-0138b1214ca9?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f4939-fa42-7000-8000-0138b1214ca9?poll=true	-
fh-monster-algox-guard-normal-level-0	frosthaven	table-qa	monster-stats	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1608	1119	-	3662/45/3707	0	0.0500	0.0039	0.0013	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-10a5-7000-8000-01732793f342?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-10a5-7000-8000-01732793f342?poll=true	-
fh-item-006-flexible-slippers	frosthaven	table-qa	items	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		2222	1007	-	3797/80/3877	0	0.0500	0.0042	0.0018	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-2298-7000-8000-033b519b8567?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-2298-7000-8000-033b519b8567?poll=true	-
fh-monster-abael-warlord-normal-level-5	frosthaven	table-qa	monster-stats	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1942	1067	-	3072/64/3136	0	0.0500	0.0034	0.0014	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-3402-7000-8000-0362d608214c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-3402-7000-8000-0362d608214c?poll=true	-
fh-personal-quest-581-the-study-of-plants	frosthaven	table-qa	personal-quests	exact-lookup	deep	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		17168	11147	-	826/627/14176	11401	0.0500	0.0182	0.0018	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-41bc-7000-8000-00f4d089c99f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-41bc-7000-8000-00f4d089c99f?poll=true	-
fh-item-001-spyglass	frosthaven	table-qa	items	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2215	1105	-	3648/78/3726	0	0.0500	0.0040	0.0015	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-8d80-7000-8000-036ccf7a2324?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-8d80-7000-8000-036ccf7a2324?poll=true	-
fh-character-ability-astral-boon-of-the-tempest	frosthaven	table-qa	character-abilities	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.6	pass		1798	1094	-	2400/85/2485	0	0.0500	0.0028	0.0017	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-9c4d-7000-8000-0024b5a9b73b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-9c4d-7000-8000-0024b5a9b73b?poll=true	-
fh-character-mat-coral	frosthaven	table-qa	character-mats	exact-lookup	deep	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		9388	5366	-	934/275/8469	6170	0.0500	0.0103	0.0014	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-aae0-7000-8000-0083b9f51131?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-aae0-7000-8000-0083b9f51131?poll=true	-
fh-monster-ability-algox-snowspeaker-blinding-vortex	frosthaven	table-qa	monster-abilities	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		2174	1037	-	3000/70/3070	0	0.0500	0.0034	0.0016	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-d54b-7000-8000-01e1182d702a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-d54b-7000-8000-01e1182d702a?poll=true	-
fh-scenario-0-howling-in-the-snow	frosthaven	table-qa	scenarios	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2497	1221	-	5525/107/5632	0	0.0500	0.0061	0.0019	4	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-e5a2-7000-8000-030ad612de40?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-e5a2-7000-8000-030ad612de40?poll=true	-
fh-personal-quest-582-searching-for-the-oak	frosthaven	table-qa	personal-quests	exact-lookup	deep	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	0.8	pass		20573	14145	-	1392/774/21110	17068	0.0500	0.0242	0.0019	2	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-f991-7000-8000-0338ad99f9b9?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493a-f991-7000-8000-0338ad99f9b9?poll=true	-
fh-scenario-2-algox-scouting	frosthaven	table-qa	scenarios	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.6	pass		2586	1294	-	5914/100/6014	0	0.0500	0.0064	0.0018	4	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493b-5335-7000-8000-03f3055ffa4a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493b-5335-7000-8000-03f3055ffa4a?poll=true	-
fh-monster-abael-scout-elite-level-7	frosthaven	table-qa	monster-stats	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1902	1044	-	3078/63/3141	0	0.0500	0.0034	0.0013	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493b-66d0-7000-8000-01dcc7d6acba?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493b-66d0-7000-8000-01dcc7d6acba?poll=true	-
fh-monster-ability-algox-icespeaker-warding-swipe	frosthaven	table-qa	monster-abilities	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1985	1057	-	3199/61/3260	0	0.0500	0.0035	0.0013	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493b-7391-7000-8000-006b0fa5967f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493b-7391-7000-8000-006b0fa5967f?poll=true	-
fh-rule-monster-ability-shuffle	frosthaven	table-qa	rulebook	rules-synthesis	fast	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		1741	1194	pass	2134/85/2219	0	0.0500	0.0026	0.0013	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493b-82d3-7000-8000-034e6fbb8380?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493b-82d3-7000-8000-034e6fbb8380?poll=true	-
fh-monster-abael-herder-normal-level-0	frosthaven	table-qa	monster-stats	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1690	1099	-	3640/50/3690	0	0.0500	0.0039	0.0014	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493b-8e53-7000-8000-00b628a40722?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493b-8e53-7000-8000-00b628a40722?poll=true	-
fh-rule-invisible-focus	frosthaven	table-qa	rulebook	rules-synthesis	fast	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		2511	1024	pass	2056/123/2179	0	0.0500	0.0027	0.0016	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493b-9b40-7000-8000-03139eb1c506?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493b-9b40-7000-8000-03139eb1c506?poll=true	-
fh-multihop-scenario-8-read-now-chain	frosthaven	table-qa	scenarios	multi-hop	fast	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2310	1157	pass	5221/73/5294	0	0.0500	0.0056	0.0013	5	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493b-ad73-7000-8000-0192f0f88666?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/f38831b4-3dec-4230-81a3-f4ed8b0cefe3/r/019f493b-ad73-7000-8000-0192f0f88666?poll=true	-
gh2-faq-disadvantage-identical-effects	gloomhaven-2e	table-qa	rulebook	rules-synthesis	fast	faq		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		2131	1029	pass	1897/152/2049	0	0.0500	0.0027	0.0015	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493b-c722-7000-8000-020572211ef5?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493b-c722-7000-8000-020572211ef5?poll=true	-
gh2-faq-push-line-of-sight	gloomhaven-2e	table-qa	rulebook	rules-synthesis	fast	faq		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2464	1419	pass	2885/99/2984	0	0.0500	0.0034	0.0014	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493b-d5ca-7000-8000-00a8050cbd6b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493b-d5ca-7000-8000-00a8050cbd6b?poll=true	-
gh2-multihop-section-101-2-parent	gloomhaven-2e	table-qa	scenarios	multi-hop	fast	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		4147	3734	fail	2729/34/2763	0	0.0500	0.0029	0.0012	4	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493b-e6a8-7000-8000-03af1431452b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493b-e6a8-7000-8000-03af1431452b?poll=true	-
gh2-monster-living-bones-elite-level-1	gloomhaven-2e	table-qa	monster-stats	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.6	pass		1925	1086	pass	2806/76/2882	0	0.0500	0.0032	0.0014	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493c-0c88-7000-8000-03801f48b8fe?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493c-0c88-7000-8000-03801f48b8fe?poll=true	-
gh2-item-004-leather-armor	gloomhaven-2e	table-qa	items	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2107	1046	-	2985/72/3057	0	0.0500	0.0033	0.0015	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493c-19e5-7000-8000-01379093425f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493c-19e5-7000-8000-01379093425f?poll=true	-
gh2-monster-ancient-artillery-normal-level-0	gloomhaven-2e	table-qa	monster-stats	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1906	1011	-	2698/67/2765	0	0.0500	0.0030	0.0014	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493c-2950-7000-8000-02e6250b18b3?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493c-2950-7000-8000-02e6250b18b3?poll=true	-
gh2-personal-quest-02-inn-to-hospitality	gloomhaven-2e	table-qa	personal-quests	exact-lookup	deep	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		6065	6062	-	807/299/8140	6170	0.0500	0.0096	0.0017	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493c-38c5-7000-8000-029852288f29?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493c-38c5-7000-8000-029852288f29?poll=true	-
gh2-faq-rounding-direction	gloomhaven-2e	table-qa	rulebook	rules-synthesis	fast	faq		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		1610	1084	pass	1734/62/1796	0	0.0500	0.0020	0.0010	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493c-574e-7000-8000-0271842dfe19?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493c-574e-7000-8000-0271842dfe19?poll=true	-
gh2-monster-black-imp-elite-level-5	gloomhaven-2e	table-qa	monster-stats	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1920	968	-	2862/70/2932	0	0.0500	0.0032	0.0014	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493c-6331-7000-8000-01ef78a30b6a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493c-6331-7000-8000-01ef78a30b6a?poll=true	-
gh2-character-ability-nightshroud-spirit-of-the-night	gloomhaven-2e	table-qa	character-abilities	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2084	1107	-	2769/72/2841	0	0.0500	0.0031	0.0014	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493c-71fa-7000-8000-022d55f10420?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493c-71fa-7000-8000-022d55f10420?poll=true	-
gh2-battle-goal-ascetic	gloomhaven-2e	table-qa	battle-goals	exact-lookup	fast	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		1610	949	-	2099/46/2145	0	0.0500	0.0023	0.0012	2	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493c-7fc8-7000-8000-017ef5eeb585?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/220dbe8b-4d4a-4faa-a218-f3977e723d64/r/019f493c-7fc8-7000-8000-017ef5eeb585?poll=true	-
