case	game	suite	category	source_authority	game_pair	runtime_model	pass	failure_class	score	groundedness	groundedness_failures	latency_ms	first_answer_token_ms	latency_budget	tokens	cached_input_tokens	guardrail_cost_usd	provider_cost_usd	tools	retries	loops	trace	langsmith_trace	error
tool-free-assistant-game	frosthaven	table-qa	tool-free	application		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		2939	2935	-	3/31/5324	0	0.0500	0.0005	0	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f55-2cb3-7000-8000-02e46de0f8ef?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f55-2cb3-7000-8000-02e46de0f8ef?poll=true	-
building-mining-camp-level-1	frosthaven	table-qa	buildings	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		5018	5016	fail	6/208/7645	0	0.0500	0.0031	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f55-3f10-7000-8000-0042791d8700?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f55-3f10-7000-8000-0042791d8700?poll=true	-
rule-poison	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		17514	10882	-	7/632/19895	5291	0.0500	0.0095	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f55-5734-7000-8000-005d0a58558d?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f55-5734-7000-8000-005d0a58558d?poll=true	-
fh-monster-algox-archer-normal-level-2	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		5693	5690	-	7/292/14434	5299	0.0500	0.0044	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f55-a245-7000-8000-019de843ac79?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f55-a245-7000-8000-019de843ac79?poll=true	-
rule-long-rest-init	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		9271	6249	-	7/259/21370	5293	0.0500	0.0039	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f55-bd76-7000-8000-03528aa3dcdb?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f55-bd76-7000-8000-03528aa3dcdb?poll=true	-
fh-item-006-flexible-slippers	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		6284	6281	-	6/238/7543	0	0.0500	0.0036	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f55-e5c1-7000-8000-03e9f95b26dd?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f55-e5c1-7000-8000-03e9f95b26dd?poll=true	-
fh-scenario-1-a-town-in-flames	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		7599	7597	-	6/404/8715	0	0.0500	0.0061	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f56-04a8-7000-8000-015ef9d36c15?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f56-04a8-7000-8000-015ef9d36c15?poll=true	-
fh-item-008-crude-spear	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		5577	5574	-	6/243/7558	0	0.0500	0.0037	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f56-2b78-7000-8000-01b23c0f5a5c?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f56-2b78-7000-8000-01b23c0f5a5c?poll=true	-
fh-item-012-crude-chain-armor	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		5194	5192	-	6/226/7527	0	0.0500	0.0034	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f56-470f-7000-8000-0222a8e7d149?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f56-470f-7000-8000-0222a8e7d149?poll=true	-
fh-item-003-traveling-cloak	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4440	4438	-	6/198/7497	0	0.0500	0.0030	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f56-6346-7000-8000-004f22e0613e?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f56-6346-7000-8000-004f22e0613e?poll=true	-
fh-scenario-4b-heart-of-ice-b	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	groundedness	0.2	fail	no source labels or canonical refs were recorded by successful tool calls	21002	15391	-	10/895/31139	22191	0.0500	0.0134	4	0	5	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f56-7d2c-7000-8000-03e62202ad83?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f56-7d2c-7000-8000-03e62202ad83?poll=true	-
scenario-7-edge-world-unlocks	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	latency_budget	1	pass		6356	6354	fail	6/216/8358	0	0.0500	0.0033	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f56-d573-7000-8000-027b0c0bab6a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f56-d573-7000-8000-027b0c0bab6a?poll=true	-
fh-scenario-3-algox-offensive	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		8981	8979	-	6/510/8849	0	0.0500	0.0077	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f56-f5ed-7000-8000-0095c9048ca1?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f56-f5ed-7000-8000-0095c9048ca1?poll=true	-
rule-long-rest-steps	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		16865	10833	-	7/591/21555	5296	0.0500	0.0089	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f57-1f0e-7000-8000-0049483db271?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f57-1f0e-7000-8000-0049483db271?poll=true	-
fh-item-004-crude-hide-armor	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	0.8	pass		5291	5288	-	6/207/7505	0	0.0500	0.0031	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f57-66bb-7000-8000-00980ac7ec80?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f57-66bb-7000-8000-00980ac7ec80?poll=true	-
fh-monster-algox-icespeaker-elite-level-7	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		6306	6304	-	7/329/14693	5302	0.0500	0.0049	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f57-8378-7000-8000-0062811bb527?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f57-8378-7000-8000-0062811bb527?poll=true	-
fh-monster-abael-herder-elite-level-5	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		6010	6007	-	7/308/14558	5300	0.0500	0.0046	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f57-a0d1-7000-8000-015b289cc810?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f57-a0d1-7000-8000-015b289cc810?poll=true	-
fh-scenario-4a-heart-of-ice-a	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	answer_quality	0.2	pass		45736	32921	-	15/1800/61722	45378	0.0500	0.0270	8	0	8	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f57-be66-7000-8000-001b43d6ea81?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f57-be66-7000-8000-001b43d6ea81?poll=true	-
fh-personal-quest-581-the-study-of-plants	frosthaven	table-qa	personal-quests	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		11333	11330	-	8/455/20207	10790	0.0500	0.0068	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f58-7c3d-7000-8000-0144220a4ade?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f58-7c3d-7000-8000-0144220a4ade?poll=true	-
rule-looting-definition	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		29700	16243	-	7/1146/21196	5282	0.0500	0.0172	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f58-aea2-7000-8000-02948cdac7ba?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f58-aea2-7000-8000-02948cdac7ba?poll=true	-
fh-monster-ability-ancient-artillery-long-shot	frosthaven	table-qa	monster-abilities	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		8838	8836	-	10/380/22794	11246	0.0500	0.0057	3	0	3	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f59-290e-7000-8000-038279949dff?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f59-290e-7000-8000-038279949dff?poll=true	-
rule-wound	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		15248	9202	-	7/587/20856	5291	0.0500	0.0088	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f59-50a9-7000-8000-03debf74821a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f59-50a9-7000-8000-03debf74821a?poll=true	-
fh-scenario-6-avalanche	frosthaven	table-qa	scenarios	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		9325	9323	-	6/424/8857	0	0.0500	0.0064	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f59-9081-7000-8000-01a76fda4b2f?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f59-9081-7000-8000-01a76fda4b2f?poll=true	-
item-spyglass	frosthaven	table-qa	items	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		6267	6265	-	6/240/7534	0	0.0500	0.0036	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f59-bbee-7000-8000-021223d679b9?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f59-bbee-7000-8000-021223d679b9?poll=true	-
rule-brittle	frosthaven	table-qa	rulebook	rulebook		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		16328	11396	-	7/497/19851	5292	0.0500	0.0075	1	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f59-ddca-7000-8000-0010fd95135a?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f59-ddca-7000-8000-0010fd95135a?poll=true	-
fh-monster-algox-guard-elite-level-5	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		6278	6277	-	7/307/14443	5298	0.0500	0.0046	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5a-22ad-7000-8000-023c80726ee4?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5a-22ad-7000-8000-023c80726ee4?poll=true	-
fh-character-mat-blinkblade	frosthaven	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		4532	4529	-	6/174/7841	0	0.0500	0.0026	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5a-4013-7000-8000-02705e585923?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5a-4013-7000-8000-02705e585923?poll=true	-
fh-monster-algox-archer-elite-level-7	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		5878	5876	-	7/288/14430	5299	0.0500	0.0043	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5a-5604-7000-8000-0203e6198753?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5a-5604-7000-8000-0203e6198753?poll=true	-
scenario-61-unlock	frosthaven	table-qa	scenarios	scenario-section-books		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		19733	19729	-	15/1208/37015	18762	0.0500	0.0181	4	0	4	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5a-72b9-7000-8000-01134a1fd63b?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5a-72b9-7000-8000-01134a1fd63b?poll=true	-
drifter-ignore-negative-item-effects-correction	frosthaven	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	fail	safety	1	pass		6876	6874	-	6/165/7891	0	0.0500	0.0025	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5a-c712-7000-8000-01cfa04789c5?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5a-c712-7000-8000-01cfa04789c5?poll=true	-
fh-character-mat-banner-spear	frosthaven	table-qa	character-mats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	none	1	pass		3733	3731	-	6/169/7825	0	0.0500	0.0026	1	0	1	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5a-efe0-7000-8000-0265f1969b66?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5a-efe0-7000-8000-0265f1969b66?poll=true	-
fh-monster-abael-herder-normal-level-0	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		6384	6382	-	7/295/14493	5300	0.0500	0.0044	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5b-029a-7000-8000-02dbebe3e487?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5b-029a-7000-8000-02dbebe3e487?poll=true	-
fh-monster-algox-icespeaker-normal-level-2	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		7244	7241	-	7/315/14646	5302	0.0500	0.0047	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5b-2132-7000-8000-0292c5151829?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5b-2132-7000-8000-0292c5151829?poll=true	-
monster-flame-demon-elite	frosthaven	table-qa	monster-stats	structured-data		langgraph:anthropic:claude-sonnet-4-6	pass	tool	1	pass		6816	6814	-	7/321/14561	5300	0.0500	0.0048	2	0	2	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5b-421e-7000-8000-01f2fc338c63?poll=true	https://smith.langchain.com/o/44be4d80-ba50-4833-ae22-6e176be2dbf2/projects/p/b0193d49-e09c-447b-bd71-c1eab74f688a/r/019f2f5b-421e-7000-8000-01f2fc338c63?poll=true	-
